,industry,job_title,description,job_link,job_id,most_advantage,Empl_type,company,city,mex
1300,"Information Technology and Services, Apparel & Fashion, Retail",Data Specialist,"Hiring for the client a boutique consulting firm, specializing in SAP, Software &amp; Technology Solutions to the fashion industry.  As a data scientist/Analyst, you will get to design and develop data-driven products and features. You will learn and employ the latest in data technologies to power these products. You will develop amazing consumer-facing applications as well as our in-house analyti...",https://www.linkedin.com/jobs?viewJob=&jobId=44222388&trk=api*a130653*s139051*,2300,creativity,full time,Shipplier,al mansoura,"Data Specialist Hiring for the client a boutique consulting firm, specializing in SAP, Software &amp; Technology Solutions to the fashion industry.  As a data scientist/Analyst, you will get to design and develop data-driven products and features. You will learn and employ the latest in data technologies to power these products. You will develop amazing consumer-facing applications as well as our in-house analyti... creativity full time Shipplier al mansoura"
1301,Information Technology and Services,Financial Analyst,"We at Ameri100 are looking to hire a strong result-oriented professional with 2-5 years of experience in business planning &amp; analysis, financial modelling, research and management reporting. As a Financial Analyst you provide the highest level of support for Ameri100’s business. You provide comprehensive business analysis, decision support and consulting to a portion of a functional organizati...",https://www.linkedin.com/jobs?viewJob=&jobId=46331545&trk=api*a130653*s139051*,2301,ease of work,part time,Conceptual,aswan,"Financial Analyst We at Ameri100 are looking to hire a strong result-oriented professional with 2-5 years of experience in business planning &amp; analysis, financial modelling, research and management reporting. As a Financial Analyst you provide the highest level of support for Ameri100’s business. You provide comprehensive business analysis, decision support and consulting to a portion of a functional organizati... ease of work part time Conceptual aswan"
1302,"Internet, Consumer Services, Information Technology and Services",Chief Mobile Application Developer (CMO),"NOTE: We are looking for startup experience people, and who are willing to work, it might possible you do not get enough salaries even. Please do not apply if you can not handle startup work pressure.      Position Summary   The Mobile Technology Lead (Co-Founder Mobile Development, CMO) leads the mobile team and is responsible for establishing the company’s mobilty technical vision and leading al...",https://www.linkedin.com/jobs?viewJob=&jobId=44974589&trk=api*a130653*s139051*,2302,smoothness,full time,SalePush,al mansoura,"Chief Mobile Application Developer (CMO) NOTE: We are looking for startup experience people, and who are willing to work, it might possible you do not get enough salaries even. Please do not apply if you can not handle startup work pressure.      Position Summary   The Mobile Technology Lead (Co-Founder Mobile Development, CMO) leads the mobile team and is responsible for establishing the company’s mobilty technical vision and leading al... smoothness full time SalePush al mansoura"
1303,"Internet, Consumer Services, Information Technology and Services",Chief Mobile Application Developer (CMO),"NOTE: We are looking for startup experience people, and who are willing to work, it might possible you do not get enough salaries even. Please do not apply if you can not handle startup work pressure.      Position Summary   The Mobile Technology Lead (Co-Founder Mobile Development, CMO) leads the mobile team and is responsible for establishing the company’s mobilty technical vision and leading al...",https://www.linkedin.com/jobs?viewJob=&jobId=44974589&trk=api*a130653*s139051*,2303,ease of work,full time,SecureSmarter,aswan,"Chief Mobile Application Developer (CMO) NOTE: We are looking for startup experience people, and who are willing to work, it might possible you do not get enough salaries even. Please do not apply if you can not handle startup work pressure.      Position Summary   The Mobile Technology Lead (Co-Founder Mobile Development, CMO) leads the mobile team and is responsible for establishing the company’s mobilty technical vision and leading al... ease of work full time SecureSmarter aswan"
1304,Computer Software,Software Engineer,2-4 years of Java proficiency. Sound programming knowledge using Core Java  Good understanding of data structures and algorithms. BS/BE in CS or related engineering or equivalent field....,https://www.linkedin.com/jobs?viewJob=&jobId=46301399&trk=api*a130653*s139051*,2304,routine,full time,Medicine,cairo,Software Engineer 2-4 years of Java proficiency. Sound programming knowledge using Core Java  Good understanding of data structures and algorithms. BS/BE in CS or related engineering or equivalent field.... routine full time Medicine cairo
1305,Computer Software,Software Engineer,2-4 years of Java proficiency. Sound programming knowledge using Core Java  Good understanding of data structures and algorithms. BS/BE in CS or related engineering or equivalent field....,https://www.linkedin.com/jobs?viewJob=&jobId=46301399&trk=api*a130653*s139051*,2305,smoothness,full time,SecureSmarter,suez,Software Engineer 2-4 years of Java proficiency. Sound programming knowledge using Core Java  Good understanding of data structures and algorithms. BS/BE in CS or related engineering or equivalent field.... smoothness full time SecureSmarter suez
1306,Computer Software,Software Engineer,2-4 years of Java proficiency. Sound programming knowledge using Core Java  Good understanding of data structures and algorithms. BS/BE in CS or related engineering or equivalent field....,https://www.linkedin.com/jobs?viewJob=&jobId=46301399&trk=api*a130653*s139051*,2306,fair remuneration,part time,SiteDept,aswan,Software Engineer 2-4 years of Java proficiency. Sound programming knowledge using Core Java  Good understanding of data structures and algorithms. BS/BE in CS or related engineering or equivalent field.... fair remuneration part time SiteDept aswan
1307,Computer Software,Android Developers/Experts,"Work with product management team to understand high level requirement and breaking them down to features/user stories. Help operations team in solving field issues related to the applications. Conducting technical code reviews and imparting best practices to team members. Maintaining good code quality, code sanity with versioning tools. Writing efficient, maintainable and reusable code. Unit test...",https://www.linkedin.com/jobs?viewJob=&jobId=48988911&trk=api*a130653*s139051*,2307,routine,full time,Seekingon,cairo,"Android Developers/Experts Work with product management team to understand high level requirement and breaking them down to features/user stories. Help operations team in solving field issues related to the applications. Conducting technical code reviews and imparting best practices to team members. Maintaining good code quality, code sanity with versioning tools. Writing efficient, maintainable and reusable code. Unit test... routine full time Seekingon cairo"
1308,Information Technology and Services,Javascript Engineer,As Javascript Engineer you will get to: ● Be part of a game-changer startup ● Architect and build Javascript based web and mobile applications for consumers around the world ● Build backend tools to optimize engineering processes so that our team can produce as quickly as possible ● Collaborate and work in an early stage development environment ● Learn and Work with cutting edge technologies Node....,https://www.linkedin.com/jobs?viewJob=&jobId=49817948&trk=api*a130653*s139051*,2308,employee first,full time,Tourish,suez,Javascript Engineer As Javascript Engineer you will get to: ● Be part of a game-changer startup ● Architect and build Javascript based web and mobile applications for consumers around the world ● Build backend tools to optimize engineering processes so that our team can produce as quickly as possible ● Collaborate and work in an early stage development environment ● Learn and Work with cutting edge technologies Node.... employee first full time Tourish suez
1309,Information Services,UI Developer,Point of Contact for CV’s / Email ID: Smitha - smitha.w@multirecruit.com - 9972696633.   Job Title / Designation: UI Developer Key Functions &amp; Roles of the Candidate: Ability to distill product requirements into functional requirements Coming up with a project plan and meeting set forth deadlines and milestones   Specific Skill Set:             In depth knowledge in PHP Expert knowledge about...,https://www.linkedin.com/jobs?viewJob=&jobId=62541939&trk=api*a130653*s139051*,2309,ease of work,part time,Deductly,al mansoura,UI Developer Point of Contact for CV’s / Email ID: Smitha - smitha.w@multirecruit.com - 9972696633.   Job Title / Designation: UI Developer Key Functions &amp; Roles of the Candidate: Ability to distill product requirements into functional requirements Coming up with a project plan and meeting set forth deadlines and milestones   Specific Skill Set:             In depth knowledge in PHP Expert knowledge about... ease of work part time Deductly al mansoura
1310,"Internet, Computer Software",Senior Developer ( Product Development) Mumbai,"    Software Developer  Location : Mumbai  Experience - 3-5 yrs   Looking for candidates from product Cos only  ( Preference given to candidates from Ecommerce Cos)      What are we looking for?   We are looking for motivated individuals with enthusiasm to bring an impact on this world.    We are hiring across verticals namely technology, product, community, marketing, content, international team....",https://www.linkedin.com/jobs?viewJob=&jobId=44974270&trk=api*a130653*s139051*,2310,employee first,full time,Metricsilo,alexandria,"Senior Developer ( Product Development) Mumbai     Software Developer  Location : Mumbai  Experience - 3-5 yrs   Looking for candidates from product Cos only  ( Preference given to candidates from Ecommerce Cos)      What are we looking for?   We are looking for motivated individuals with enthusiasm to bring an impact on this world.    We are hiring across verticals namely technology, product, community, marketing, content, international team.... employee first full time Metricsilo alexandria"
1311,"Marketing and Advertising, Design",Brand Manager - Design (Bangalore),"The Brand Manager - Design position, Bangalore-based, is in charge of creating compelling visual content for social media channels for brands. The person will work with internal teams to brainstorm, create content and help manage a creative editorial process. The role requires to show creative competency and understanding in a wide range of skills sets: marketing art design, creative web design il...",https://www.linkedin.com/jobs?viewJob=&jobId=48990685&trk=api*a130653*s139051*,2311,employee first,full time,InvestSpend,cairo,"Brand Manager - Design (Bangalore) The Brand Manager - Design position, Bangalore-based, is in charge of creating compelling visual content for social media channels for brands. The person will work with internal teams to brainstorm, create content and help manage a creative editorial process. The role requires to show creative competency and understanding in a wide range of skills sets: marketing art design, creative web design il... employee first full time InvestSpend cairo"
1312,Marketing and Advertising,Advertising Operations Coordinator,"As part of the expansion of the local Leadmill office in Bangalore, India we are looking for an Advertising Operations Coordinator who is self-motivated, efficient and has great attention to detail. The Advertising Operations Coordinator will be coordinating and managing tasks across different teams and involves multiple assignments on both the advertiser and the publisher side of business. Apart...",https://www.linkedin.com/jobs?viewJob=&jobId=48365421&trk=api*a130653*s139051*,2312,fair remuneration,part time,Excursy,al mansoura,"Advertising Operations Coordinator As part of the expansion of the local Leadmill office in Bangalore, India we are looking for an Advertising Operations Coordinator who is self-motivated, efficient and has great attention to detail. The Advertising Operations Coordinator will be coordinating and managing tasks across different teams and involves multiple assignments on both the advertiser and the publisher side of business. Apart... fair remuneration part time Excursy al mansoura"
1313,Internet,Android / iOS Developer at 200+ companies,"Do you have mobile development experience and are you looking for software engineering opportunities at tech companies? Tired of applying to dozens of companies on job boards?  That's why we built Instahyre, a career marketplace that connects the best talent with tech companies in India. Simply sign up by importing your LinkedIn profile, and participate in a one week ""auction"" in which companies m...",https://www.linkedin.com/jobs?viewJob=&jobId=46302491&trk=api*a130653*s139051*,2313,routine,full time,Tourish,cairo,"Android / iOS Developer at 200+ companies Do you have mobile development experience and are you looking for software engineering opportunities at tech companies? Tired of applying to dozens of companies on job boards?  That's why we built Instahyre, a career marketplace that connects the best talent with tech companies in India. Simply sign up by importing your LinkedIn profile, and participate in a one week ""auction"" in which companies m... routine full time Tourish cairo"
1314,Telecommunications,Deployment Engineer,"HLR and IMS deployment engineers. Configure, deploy and test HLR and IMS equipment in a multi-vendor (Ericsson, Nokia/NSN, Huawei) environment. Write scripts to facilitate faster upgrades. Perform log analysis to determine configuration and other errors....",https://www.linkedin.com/jobs?viewJob=&jobId=48385058&trk=api*a130653*s139051*,2314,creativity,full time,SiteDept,aswan,"Deployment Engineer HLR and IMS deployment engineers. Configure, deploy and test HLR and IMS equipment in a multi-vendor (Ericsson, Nokia/NSN, Huawei) environment. Write scripts to facilitate faster upgrades. Perform log analysis to determine configuration and other errors.... creativity full time SiteDept aswan"
1315,"Marketing and Advertising, Design",Brand Manager - Design (Bangalore),"The Brand Manager - Design position, Bangalore-based, is in charge of creating compelling visual content for social media channels for brands. The person will work with internal teams to brainstorm, create content and help manage a creative editorial process. The role requires to show creative competency and understanding in a wide range of skills sets: marketing art design, creative web design il...",https://www.linkedin.com/jobs?viewJob=&jobId=48990685&trk=api*a130653*s139051*,2315,routine,part time,SecureSmarter,suez,"Brand Manager - Design (Bangalore) The Brand Manager - Design position, Bangalore-based, is in charge of creating compelling visual content for social media channels for brands. The person will work with internal teams to brainstorm, create content and help manage a creative editorial process. The role requires to show creative competency and understanding in a wide range of skills sets: marketing art design, creative web design il... routine part time SecureSmarter suez"
1316,Marketing and Advertising,Advertising Operations Coordinator,"As part of the expansion of the local Leadmill office in Bangalore, India we are looking for an Advertising Operations Coordinator who is self-motivated, efficient and has great attention to detail. The Advertising Operations Coordinator will be coordinating and managing tasks across different teams and involves multiple assignments on both the advertiser and the publisher side of business. Apart...",https://www.linkedin.com/jobs?viewJob=&jobId=48365421&trk=api*a130653*s139051*,2316,routine,part time,Cloudrevel,suez,"Advertising Operations Coordinator As part of the expansion of the local Leadmill office in Bangalore, India we are looking for an Advertising Operations Coordinator who is self-motivated, efficient and has great attention to detail. The Advertising Operations Coordinator will be coordinating and managing tasks across different teams and involves multiple assignments on both the advertiser and the publisher side of business. Apart... routine part time Cloudrevel suez"
1317,Internet,Android / iOS Developer at 200+ companies,"Do you have mobile development experience and are you looking for software engineering opportunities at tech companies? Tired of applying to dozens of companies on job boards?  That's why we built Instahyre, a career marketplace that connects the best talent with tech companies in India. Simply sign up by importing your LinkedIn profile, and participate in a one week ""auction"" in which companies m...",https://www.linkedin.com/jobs?viewJob=&jobId=46302491&trk=api*a130653*s139051*,2317,fair remuneration,full time,Tourish,suez,"Android / iOS Developer at 200+ companies Do you have mobile development experience and are you looking for software engineering opportunities at tech companies? Tired of applying to dozens of companies on job boards?  That's why we built Instahyre, a career marketplace that connects the best talent with tech companies in India. Simply sign up by importing your LinkedIn profile, and participate in a one week ""auction"" in which companies m... fair remuneration full time Tourish suez"
1318,Civil Engineering,Principal GeotechnicalEngineer - Civil & Tunnels,Interpretations of Geotechnical Investigation Reports and use of appropriate geotechnical/geological design parameters Soil Structural Interaction Analysis Modeling and Validation Support system Design of Tunnels/ Underground Caverns Slope Stability Analysis and Support Systems Design Settlement Prediction and Risk Assessments for Urban Structures Instrumentation and Monitoring Scheme Proposals an...,https://www.linkedin.com/jobs?viewJob=&jobId=62145211&trk=api*a130653*s139051*,2318,creativity,full time,Cloudrevel,aswan,Principal GeotechnicalEngineer - Civil & Tunnels Interpretations of Geotechnical Investigation Reports and use of appropriate geotechnical/geological design parameters Soil Structural Interaction Analysis Modeling and Validation Support system Design of Tunnels/ Underground Caverns Slope Stability Analysis and Support Systems Design Settlement Prediction and Risk Assessments for Urban Structures Instrumentation and Monitoring Scheme Proposals an... creativity full time Cloudrevel aswan
1319,Food & Beverages,Software Engineer – Front End,"Responsibilities: Producing and maintaining the web/mobile application's user interfaces Work closely with designers and turn the static assets to browser based web pages or mobile applications Work with backend engineers to develop complex, interactive applications. Participating, contributing in the UI/UX discussions and providing valuable feedback to create storyboards for the various old and n...",https://www.linkedin.com/jobs?viewJob=&jobId=58663632&trk=api*a130653*s139051*,2319,ease of work,full time,Metricsilo,aswan,"Software Engineer – Front End Responsibilities: Producing and maintaining the web/mobile application's user interfaces Work closely with designers and turn the static assets to browser based web pages or mobile applications Work with backend engineers to develop complex, interactive applications. Participating, contributing in the UI/UX discussions and providing valuable feedback to create storyboards for the various old and n... ease of work full time Metricsilo aswan"
1320,"Marketing and Advertising, Graphic Design",Graphic Designer,"Graphic designers must possess artistic ability and creative thinking for designing eye-catching and effective collateral. These professionals need to be able to come up with strategies for layouts and artistic concepts, and they must be able to create visual images that engage, attract and sell. Additionally, they need to be: responsive to customer needs, able to create new and original ideas, op...",https://www.linkedin.com/jobs?viewJob=&jobId=44916993&trk=api*a130653*s139051*,2320,fair remuneration,full time,SecuriToday,alexandria,"Graphic Designer Graphic designers must possess artistic ability and creative thinking for designing eye-catching and effective collateral. These professionals need to be able to come up with strategies for layouts and artistic concepts, and they must be able to create visual images that engage, attract and sell. Additionally, they need to be: responsive to customer needs, able to create new and original ideas, op... fair remuneration full time SecuriToday alexandria"
1321,"Information Technology and Services, Graphic Design",Javascript Developer,"Roles and Responsibilities ====================== - Should interface with client to understand the requirements and support needs  - Should be able to analyze requirements swiftly, and offer effective and timely solutions - Should coordinate with team members to track requirements to closure - Should be open to work against tight deadlines - Should have good written and oral communication skills -...",https://www.linkedin.com/jobs?viewJob=&jobId=44990901&trk=api*a130653*s139051*,2321,fair remuneration,part time,SecureSmarter,al mansoura,"Javascript Developer Roles and Responsibilities ====================== - Should interface with client to understand the requirements and support needs  - Should be able to analyze requirements swiftly, and offer effective and timely solutions - Should coordinate with team members to track requirements to closure - Should be open to work against tight deadlines - Should have good written and oral communication skills -... fair remuneration part time SecureSmarter al mansoura"
1322,Food & Beverages,Software Engineer – Front End,"Responsibilities: Producing and maintaining the web/mobile application's user interfaces Work closely with designers and turn the static assets to browser based web pages or mobile applications Work with backend engineers to develop complex, interactive applications. Participating, contributing in the UI/UX discussions and providing valuable feedback to create storyboards for the various old and n...",https://www.linkedin.com/jobs?viewJob=&jobId=58663632&trk=api*a130653*s139051*,2322,routine,full time,InvestSpend,aswan,"Software Engineer – Front End Responsibilities: Producing and maintaining the web/mobile application's user interfaces Work closely with designers and turn the static assets to browser based web pages or mobile applications Work with backend engineers to develop complex, interactive applications. Participating, contributing in the UI/UX discussions and providing valuable feedback to create storyboards for the various old and n... routine full time InvestSpend aswan"
1323,E-Learning,SEO Hacker,"DeZyre is revolutionizing how students and working professionals get trained in job skills.  You will be responsible for ranking DeZyre’s website highly in organic search. You will work with various teams to decide on a SEO strategy and execute this on a rapid timeline. You will be working with a team that is intense, smart, data oriented, and passionate about building an all-new higher education...",https://www.linkedin.com/jobs?viewJob=&jobId=44926664&trk=api*a130653*s139051*,2323,routine,full time,Rentoor,suez,"SEO Hacker DeZyre is revolutionizing how students and working professionals get trained in job skills.  You will be responsible for ranking DeZyre’s website highly in organic search. You will work with various teams to decide on a SEO strategy and execute this on a rapid timeline. You will be working with a team that is intense, smart, data oriented, and passionate about building an all-new higher education... routine full time Rentoor suez"
1324,Semiconductors,Verification Engineer,"We are starting the development of new IPs and require engineers with 1-6 years' experience in ASIC Design &amp; Verification. The role is development of IPs for protocols such as DDR, SSD,PCI-e, etc. Below are the details of  the position: Designation : Senior Verification Engineer/Team Leader Experience :  1-6 years' in IP/SOC Verification Qualification : B.E/B.Tech/M.Tech/M.S in VLSI, Electrica...",https://www.linkedin.com/jobs?viewJob=&jobId=48925091&trk=api*a130653*s139051*,2324,employee first,full time,TechTack,aswan,"Verification Engineer We are starting the development of new IPs and require engineers with 1-6 years' experience in ASIC Design &amp; Verification. The role is development of IPs for protocols such as DDR, SSD,PCI-e, etc. Below are the details of  the position: Designation : Senior Verification Engineer/Team Leader Experience :  1-6 years' in IP/SOC Verification Qualification : B.E/B.Tech/M.Tech/M.S in VLSI, Electrica... employee first full time TechTack aswan"
1325,E-Learning,SEO Hacker,"DeZyre is revolutionizing how students and working professionals get trained in job skills.  You will be responsible for ranking DeZyre’s website highly in organic search. You will work with various teams to decide on a SEO strategy and execute this on a rapid timeline. You will be working with a team that is intense, smart, data oriented, and passionate about building an all-new higher education...",https://www.linkedin.com/jobs?viewJob=&jobId=44926664&trk=api*a130653*s139051*,2325,smoothness,full time,Cloudrevel,alexandria,"SEO Hacker DeZyre is revolutionizing how students and working professionals get trained in job skills.  You will be responsible for ranking DeZyre’s website highly in organic search. You will work with various teams to decide on a SEO strategy and execute this on a rapid timeline. You will be working with a team that is intense, smart, data oriented, and passionate about building an all-new higher education... smoothness full time Cloudrevel alexandria"
1326,Semiconductors,Verification Engineer,"We are starting the development of new IPs and require engineers with 1-6 years' experience in ASIC Design &amp; Verification. The role is development of IPs for protocols such as DDR, SSD,PCI-e, etc. Below are the details of  the position: Designation : Senior Verification Engineer/Team Leader Experience :  1-6 years' in IP/SOC Verification Qualification : B.E/B.Tech/M.Tech/M.S in VLSI, Electrica...",https://www.linkedin.com/jobs?viewJob=&jobId=48925091&trk=api*a130653*s139051*,2326,routine,part time,Excursy,cairo,"Verification Engineer We are starting the development of new IPs and require engineers with 1-6 years' experience in ASIC Design &amp; Verification. The role is development of IPs for protocols such as DDR, SSD,PCI-e, etc. Below are the details of  the position: Designation : Senior Verification Engineer/Team Leader Experience :  1-6 years' in IP/SOC Verification Qualification : B.E/B.Tech/M.Tech/M.S in VLSI, Electrica... routine part time Excursy cairo"
1327,"Information Technology and Services, Computer Software","Senior Software Engineer, Web Technologies","Position Summary Exciting career opportunity that provides a software development role in the Software Development Engineering team, in Bangalore center that is involved in the design and implementation of next generation products for Construction industry.   Role As a Senior Software Engineer, you will be working on product development and be on the forefront of advancing Construction Management...",https://www.linkedin.com/jobs?viewJob=&jobId=47199541&trk=api*a130653*s139051*,2327,creativity,full time,InvestSpend,aswan,"Senior Software Engineer, Web Technologies Position Summary Exciting career opportunity that provides a software development role in the Software Development Engineering team, in Bangalore center that is involved in the design and implementation of next generation products for Construction industry.   Role As a Senior Software Engineer, you will be working on product development and be on the forefront of advancing Construction Management... creativity full time InvestSpend aswan"
1328,Entertainment,Associate Consultant - Social,"We are looking for someone who is young and energetic and starting out in their career. As a  Associate Consultant, you will need to be fully entrenched in social media culture and understand the fine line of managing a professional, but effective social media presence. You should like writing and are good at it, and have strong proofreading capabilities.   You may be handling a few or many accoun...",https://www.linkedin.com/jobs?viewJob=&jobId=48953183&trk=api*a130653*s139051*,2328,employee first,full time,Composey,al mansoura,"Associate Consultant - Social We are looking for someone who is young and energetic and starting out in their career. As a  Associate Consultant, you will need to be fully entrenched in social media culture and understand the fine line of managing a professional, but effective social media presence. You should like writing and are good at it, and have strong proofreading capabilities.   You may be handling a few or many accoun... employee first full time Composey al mansoura"
1329,Computer Software,Mobile Application Developer,"7C Studio is looking for a Senior Android/iOS Developer who is passionate about startups, building products and looking for an oppurtunity to solve hard core engineering problems.    Responsibilities  Design and build advanced applications for the Android/iOS platform Collaborate with the team to define, design and ship new features...",https://www.linkedin.com/jobs?viewJob=&jobId=61098171&trk=api*a130653*s139051*,2329,ease of work,full time,Crowdstage,cairo,"Mobile Application Developer 7C Studio is looking for a Senior Android/iOS Developer who is passionate about startups, building products and looking for an oppurtunity to solve hard core engineering problems.    Responsibilities  Design and build advanced applications for the Android/iOS platform Collaborate with the team to define, design and ship new features... ease of work full time Crowdstage cairo"
1330,Management Consulting,Assistant and Associate consultants,"Both positions are general management in nature. The role involves working in all types of projects Browne &amp; Mohan consultants undertake, either long term business change projects or short-term assignments such as productivity, quality or branding projects. While business management degree with specialization in Operations, Finance or Marketing is a must, we are open to people with engineering...",https://www.linkedin.com/jobs?viewJob=&jobId=47169281&trk=api*a130653*s139051*,2330,employee first,full time,Jumpsync,cairo,"Assistant and Associate consultants Both positions are general management in nature. The role involves working in all types of projects Browne &amp; Mohan consultants undertake, either long term business change projects or short-term assignments such as productivity, quality or branding projects. While business management degree with specialization in Operations, Finance or Marketing is a must, we are open to people with engineering... employee first full time Jumpsync cairo"
1331,Computer Software,Mobile Application Developer,"7C Studio is looking for a Senior Android/iOS Developer who is passionate about startups, building products and looking for an oppurtunity to solve hard core engineering problems.    Responsibilities  Design and build advanced applications for the Android/iOS platform Collaborate with the team to define, design and ship new features...",https://www.linkedin.com/jobs?viewJob=&jobId=61098171&trk=api*a130653*s139051*,2331,ease of work,full time,MetConnect,aswan,"Mobile Application Developer 7C Studio is looking for a Senior Android/iOS Developer who is passionate about startups, building products and looking for an oppurtunity to solve hard core engineering problems.    Responsibilities  Design and build advanced applications for the Android/iOS platform Collaborate with the team to define, design and ship new features... ease of work full time MetConnect aswan"
1332,Management Consulting,Assistant and Associate consultants,"Both positions are general management in nature. The role involves working in all types of projects Browne &amp; Mohan consultants undertake, either long term business change projects or short-term assignments such as productivity, quality or branding projects. While business management degree with specialization in Operations, Finance or Marketing is a must, we are open to people with engineering...",https://www.linkedin.com/jobs?viewJob=&jobId=47169281&trk=api*a130653*s139051*,2332,routine,full time,Jumpsync,al mansoura,"Assistant and Associate consultants Both positions are general management in nature. The role involves working in all types of projects Browne &amp; Mohan consultants undertake, either long term business change projects or short-term assignments such as productivity, quality or branding projects. While business management degree with specialization in Operations, Finance or Marketing is a must, we are open to people with engineering... routine full time Jumpsync al mansoura"
1333,"Information Technology and Services, Computer Software",Content Marketing Specialist,"  The Opportunity: We are looking for a Content Marketing Specialist who will own content planning, creation, and distribution at ZapStitch. In this role, you would produce highly engaging and relevant content to help us drive thought leadership, build our brand, generate leads and grow our subscriber base.  You will be at the core of our  content marketing strategy and will help implement a varie...",https://www.linkedin.com/jobs?viewJob=&jobId=48337375&trk=api*a130653*s139051*,2333,smoothness,full time,QuickSpace,suez,"Content Marketing Specialist   The Opportunity: We are looking for a Content Marketing Specialist who will own content planning, creation, and distribution at ZapStitch. In this role, you would produce highly engaging and relevant content to help us drive thought leadership, build our brand, generate leads and grow our subscriber base.  You will be at the core of our  content marketing strategy and will help implement a varie... smoothness full time QuickSpace suez"
1334,Computer Software,Software Engineer - Java,"We are looking for a Java Developer with experience in building high-performing, scalable, enterprise-grade applications. You will be part of a talented global software team that works on mission-critical applications. You will be responsible for Java/Java EE application development while providing expertise in the full software development lifecycle, from concept and design to testing. This role...",https://www.linkedin.com/jobs?viewJob=&jobId=46381950&trk=api*a130653*s139051*,2334,creativity,full time,Tourish,cairo,"Software Engineer - Java We are looking for a Java Developer with experience in building high-performing, scalable, enterprise-grade applications. You will be part of a talented global software team that works on mission-critical applications. You will be responsible for Java/Java EE application development while providing expertise in the full software development lifecycle, from concept and design to testing. This role... creativity full time Tourish cairo"
1335,"Consumer Services, Retail, Logistics and Supply Chain",Head Supply Chain & Logistics [ E-Commerce],- Own all the metrics across the supply chain function & Logistic Operations to enable timely last mile deliveries to customers.<br>- Formulate and implement processes for fulfillment centre (FC) operations in accordance with global standards and Lean principles.<br><br>-Lead the India FC procurement team as an assignment for transformation and monitoring CAPEX in the ongoing Greenfield project.<b...,https://www.linkedin.com/jobs?viewJob=&jobId=48362624&trk=api*a130653*s139051*,2335,smoothness,full time,Knowza,alexandria,Head Supply Chain & Logistics [ E-Commerce] - Own all the metrics across the supply chain function & Logistic Operations to enable timely last mile deliveries to customers.<br>- Formulate and implement processes for fulfillment centre (FC) operations in accordance with global standards and Lean principles.<br><br>-Lead the India FC procurement team as an assignment for transformation and monitoring CAPEX in the ongoing Greenfield project.<b... smoothness full time Knowza alexandria
1336,"Online Media, Newspapers",iOS Developer,Plash is looking for an iOS developer who is passionate about solving challenges of News and Content Discovery on Mobile to join its team. You’ll be a critical member of app development team working directly under VP (Engineering). You will:  Build the next generation of iOS mobile apps for News Reading. Conceptualize and design Mobile applications Participate in software design (architecture) Tes...,https://www.linkedin.com/jobs?viewJob=&jobId=49811743&trk=api*a130653*s139051*,2336,smoothness,part time,Branding,cairo,iOS Developer Plash is looking for an iOS developer who is passionate about solving challenges of News and Content Discovery on Mobile to join its team. You’ll be a critical member of app development team working directly under VP (Engineering). You will:  Build the next generation of iOS mobile apps for News Reading. Conceptualize and design Mobile applications Participate in software design (architecture) Tes... smoothness part time Branding cairo
1337,Marketing and Advertising,International Sales,"As part of the expansion of the local Leadmill office in Bangalore, India we are looking two experienced sales managers working with a specific focus on identifying and attracting new advertisers on an international scale.  You will join the growing team at our newly setup office in Bangalore. On a daily basis however, you will also connect with the team in our Headquarters in Copenhagen, Denmark...",https://www.linkedin.com/jobs?viewJob=&jobId=48365429&trk=api*a130653*s139051*,2337,ease of work,part time,Cloudrevel,aswan,"International Sales As part of the expansion of the local Leadmill office in Bangalore, India we are looking two experienced sales managers working with a specific focus on identifying and attracting new advertisers on an international scale.  You will join the growing team at our newly setup office in Bangalore. On a daily basis however, you will also connect with the team in our Headquarters in Copenhagen, Denmark... ease of work part time Cloudrevel aswan"
1338,Consumer Electronics,Principal Software Engineer / Architect - Android / AOSP / Custom ROM,"We are looking for a highly skilled software engineer/coder who has build custom AOSP ROM. Apply if you are proficient in Android and have deep understanding/expertise with kernel, drivers, middleware and applications. We will bump up the speed with which we reach out to you if you have expertise in domains such audio, video, streaming and consumer apps.   Working on a bleeding-edge mass-market co...",https://www.linkedin.com/jobs?viewJob=&jobId=61715257&trk=api*a130653*s139051*,2338,smoothness,full time,SalePush,al mansoura,"Principal Software Engineer / Architect - Android / AOSP / Custom ROM We are looking for a highly skilled software engineer/coder who has build custom AOSP ROM. Apply if you are proficient in Android and have deep understanding/expertise with kernel, drivers, middleware and applications. We will bump up the speed with which we reach out to you if you have expertise in domains such audio, video, streaming and consumer apps.   Working on a bleeding-edge mass-market co... smoothness full time SalePush al mansoura"
1339,Internet,Python Developer,"WHAT WE'RE LOOKING FOR   A Python Developer that will participate in all aspects of architecting and developing our e-commerce analytics platform. You will have the opportunity to work on cutting edge technology and new product development in a small but established company that is rapidly growing. This is a great opportunity for an engineer looking to expand their career, who is excited about sea...",https://www.linkedin.com/jobs?viewJob=&jobId=47110030&trk=api*a130653*s139051*,2339,smoothness,full time,Conceptual,al mansoura,"Python Developer WHAT WE'RE LOOKING FOR   A Python Developer that will participate in all aspects of architecting and developing our e-commerce analytics platform. You will have the opportunity to work on cutting edge technology and new product development in a small but established company that is rapidly growing. This is a great opportunity for an engineer looking to expand their career, who is excited about sea... smoothness full time Conceptual al mansoura"
